lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-2011,Email Campaign,Big Data Analytics,49,FY Transformation,Qualified
LEAD-2012,Trade Show,IoT Platforms,74,Q1 Innovation,Working
LEAD-2013,Organic Search,Supply Chain Management,56,Q3 Transformation,Qualified
LEAD-2014,Organic Search,Big Data Analytics,61,Q2 Security,New
LEAD-2015,Paid Social,CRM Software,31,FY Security,Nurturing
LEAD-2016,Whitepaper,Cybersecurity,69,Q1 Innovation,New
LEAD-2017,Organic Search,Cloud Migration,68,Q2 Growth,Nurturing
LEAD-2018,Webinar,AI Automation,94,Q4 Security,Qualified
LEAD-2019,Email Campaign,Data Privacy,25,Q4 Transformation,New
LEAD-2020,Email Campaign,CRM Software,37,Q1 Efficiency,Qualified
LEAD-2021,Referral,Network Security,52,Q1 Security,Qualified
LEAD-2022,Paid Social,ERP Integration,22,Q1 Security,Qualified
LEAD-2023,Referral,Unified Communications,47,Q2 Security,Qualified
LEAD-2024,Trade Show,Fraud Prevention,45,Q4 Security,Qualified
LEAD-2025,Referral,Payment Processing,97,Q1 Security,Working
LEAD-2026,Whitepaper,Unified Communications,24,Q1 Security,New
LEAD-2027,Paid Social,Unified Communications,18,Q4 Transformation,New
LEAD-2028,Paid Social,Unified Communications,89,FY Transformation,Qualified
LEAD-2029,Referral,CRM Software,22,Q2 Transformation,Nurturing
LEAD-2030,Direct Mail,Unified Communications,31,Q2 Security,Nurturing
LEAD-2031,Paid Social,DevOps Tools,86,Q2 Efficiency,New
LEAD-2032,Whitepaper,Cybersecurity,74,FY Transformation,Qualified
LEAD-2033,Paid Social,IoT Platforms,98,Q2 Transformation,Working
LEAD-2034,Email Campaign,Customer Experience,18,Q2 Growth,Working
LEAD-2035,Email Campaign,Supply Chain Management,68,Q1 Efficiency,New
LEAD-2036,Direct Mail,CRM Software,52,Q1 Growth,Working
LEAD-2037,Paid Social,Supply Chain Management,19,Q2 Growth,New
LEAD-2038,Email Campaign,AI Automation,84,Q1 Growth,Qualified
LEAD-2039,Organic Search,AI Automation,24,Q1 Security,New
LEAD-2040,Paid Social,IoT Platforms,39,Q4 Security,Working
LEAD-2041,Trade Show,Big Data Analytics,22,Q1 Innovation,Nurturing
LEAD-2042,Email Campaign,AI Automation,72,FY Innovation,Nurturing
LEAD-2043,Paid Social,Customer Experience,72,Q2 Innovation,Nurturing
LEAD-2044,Direct Mail,Cloud Migration,55,Q2 Efficiency,Nurturing
LEAD-2045,Direct Mail,Payment Processing,44,FY Security,New
LEAD-2046,Trade Show,CRM Software,38,FY Security,Working
LEAD-2047,Email Campaign,AI Automation,13,Q2 Transformation,Qualified
LEAD-2048,Email Campaign,Unified Communications,21,Q2 Security,Qualified
LEAD-2049,Whitepaper,Data Privacy,90,FY Security,Qualified
LEAD-2050,Trade Show,Data Privacy,96,Q3 Security,Nurturing
LEAD-2051,Referral,Fraud Prevention,63,Q2 Innovation,Nurturing
LEAD-2052,Organic Search,Cloud Migration,84,Q4 Security,Nurturing
LEAD-2053,Whitepaper,CRM Software,68,Q4 Innovation,Nurturing
LEAD-2054,Paid Social,Payment Processing,11,Q4 Growth,Working
LEAD-2055,Direct Mail,Customer Experience,29,Q4 Security,Nurturing
LEAD-2056,Trade Show,Data Privacy,72,Q2 Efficiency,New
LEAD-2057,Paid Social,Cloud Migration,68,Q1 Security,Working
LEAD-2058,Paid Social,IoT Platforms,85,Q1 Innovation,New
LEAD-2059,Direct Mail,Data Privacy,10,Q3 Innovation,Nurturing
LEAD-2060,Webinar,Cloud Migration,42,Q1 Efficiency,Nurturing
LEAD-2061,Paid Social,Big Data Analytics,74,FY Security,Working
LEAD-2062,Whitepaper,DevOps Tools,44,Q1 Efficiency,Working
LEAD-2063,Referral,Fraud Prevention,20,Q2 Efficiency,Working
LEAD-2064,Webinar,AI Automation,55,Q2 Transformation,Qualified
LEAD-2065,Referral,CRM Software,22,Q2 Innovation,Nurturing
LEAD-2066,Paid Social,Cybersecurity,82,Q3 Innovation,Nurturing
LEAD-2067,Trade Show,Customer Experience,35,Q2 Innovation,Working
LEAD-2068,Referral,Network Security,35,Q2 Efficiency,Nurturing
LEAD-2069,Whitepaper,Data Privacy,82,FY Growth,Qualified
LEAD-2070,Trade Show,CRM Software,65,Q1 Innovation,Working
LEAD-2071,Direct Mail,DevOps Tools,50,Q4 Security,Nurturing
LEAD-2072,Direct Mail,ERP Integration,64,Q3 Efficiency,Qualified
LEAD-2073,Referral,AI Automation,13,Q4 Transformation,New
LEAD-2074,Referral,Payment Processing,27,Q4 Efficiency,Nurturing
LEAD-2075,Organic Search,Fraud Prevention,75,Q3 Security,Working
LEAD-2076,Paid Social,Cloud Migration,60,Q1 Efficiency,Qualified
LEAD-2077,Webinar,AI Automation,76,Q3 Efficiency,New
LEAD-2078,Whitepaper,Cloud Migration,44,FY Growth,New
LEAD-2079,Email Campaign,Fraud Prevention,22,Q2 Efficiency,Qualified
LEAD-2080,Email Campaign,IoT Platforms,17,Q1 Innovation,New
LEAD-2081,Organic Search,Network Security,28,Q4 Transformation,Qualified
LEAD-2082,Trade Show,Unified Communications,96,FY Growth,Working
LEAD-2083,Paid Social,Customer Experience,49,FY Innovation,New
LEAD-2084,Direct Mail,Fraud Prevention,98,Q2 Security,New
LEAD-2085,Whitepaper,Cloud Migration,29,Q4 Efficiency,New
LEAD-2086,Whitepaper,Unified Communications,36,Q1 Innovation,Qualified
LEAD-2087,Webinar,IoT Platforms,74,Q3 Efficiency,Qualified
LEAD-2088,Webinar,Supply Chain Management,25,Q2 Efficiency,Qualified
LEAD-2089,Direct Mail,Cybersecurity,40,Q4 Transformation,Nurturing
LEAD-2090,Direct Mail,IoT Platforms,94,Q4 Efficiency,New
LEAD-2091,Referral,Cybersecurity,91,Q1 Growth,Working
LEAD-2092,Trade Show,IoT Platforms,94,Q2 Transformation,Working
LEAD-2093,Organic Search,AI Automation,71,Q2 Efficiency,Nurturing
LEAD-2094,Whitepaper,Fraud Prevention,73,Q3 Security,Nurturing
LEAD-2095,Referral,CRM Software,99,Q1 Innovation,Qualified
LEAD-2096,Referral,IoT Platforms,64,Q1 Efficiency,New
LEAD-2097,Paid Social,AI Automation,25,Q4 Innovation,Qualified
LEAD-2098,Webinar,Fraud Prevention,48,Q1 Security,Qualified
LEAD-2099,Webinar,Supply Chain Management,55,Q1 Efficiency,Qualified
LEAD-2100,Direct Mail,Data Privacy,11,Q2 Growth,Nurturing
LEAD-2101,Organic Search,ERP Integration,100,Q4 Security,Qualified
LEAD-2102,Whitepaper,Cybersecurity,93,Q1 Efficiency,Nurturing
LEAD-2103,Email Campaign,AI Automation,27,Q2 Innovation,Nurturing
LEAD-2104,Referral,Payment Processing,92,Q4 Growth,Qualified
LEAD-2105,Direct Mail,Fraud Prevention,94,Q2 Growth,Nurturing
LEAD-2106,Trade Show,DevOps Tools,51,Q4 Innovation,Nurturing
LEAD-2107,Referral,Payment Processing,15,Q1 Growth,Working
LEAD-2108,Organic Search,Payment Processing,95,Q1 Innovation,Qualified
LEAD-2109,Direct Mail,ERP Integration,39,FY Efficiency,Working
LEAD-2110,Whitepaper,Supply Chain Management,32,FY Innovation,Qualified
LEAD-2111,Referral,Supply Chain Management,18,Q1 Security,Nurturing
LEAD-2112,Whitepaper,Cloud Migration,19,Q3 Efficiency,Nurturing
LEAD-2113,Webinar,Supply Chain Management,32,Q3 Growth,New
LEAD-2114,Direct Mail,CRM Software,27,FY Growth,Working
LEAD-2115,Organic Search,Data Privacy,72,Q3 Efficiency,Nurturing
LEAD-2116,Organic Search,Unified Communications,30,Q3 Innovation,Working
LEAD-2117,Whitepaper,Fraud Prevention,13,FY Growth,New
LEAD-2118,Organic Search,Cloud Migration,27,Q1 Growth,Nurturing
LEAD-2119,Referral,Fraud Prevention,79,Q1 Transformation,Nurturing
LEAD-2120,Trade Show,Customer Experience,92,Q4 Security,Qualified
LEAD-2121,Organic Search,IoT Platforms,36,Q4 Innovation,Qualified
LEAD-2122,Email Campaign,ERP Integration,89,Q4 Transformation,Working
LEAD-2123,Whitepaper,AI Automation,64,FY Growth,Qualified
LEAD-2124,Whitepaper,Fraud Prevention,20,Q1 Efficiency,Nurturing
LEAD-2125,Whitepaper,Payment Processing,73,Q2 Transformation,New
LEAD-2126,Email Campaign,Cloud Migration,38,Q2 Efficiency,Nurturing
LEAD-2127,Referral,DevOps Tools,55,Q1 Transformation,Working
LEAD-2128,Paid Social,Payment Processing,78,Q4 Innovation,Working
LEAD-2129,Paid Social,CRM Software,89,Q1 Security,New
LEAD-2130,Direct Mail,Supply Chain Management,43,FY Growth,New
LEAD-2131,Webinar,ERP Integration,63,Q2 Innovation,Working
LEAD-2132,Email Campaign,Supply Chain Management,17,Q1 Efficiency,Working
LEAD-2133,Email Campaign,Supply Chain Management,94,Q1 Security,Working
LEAD-2134,Direct Mail,Payment Processing,82,Q4 Efficiency,New
LEAD-2135,Email Campaign,Payment Processing,63,Q4 Efficiency,New
LEAD-2136,Direct Mail,Cybersecurity,44,FY Innovation,New
LEAD-2137,Whitepaper,Cloud Migration,73,Q4 Security,Working
LEAD-2138,Email Campaign,CRM Software,71,Q2 Efficiency,Working
LEAD-2139,Webinar,Supply Chain Management,17,Q1 Growth,Working
LEAD-2140,Referral,Customer Experience,97,FY Innovation,New
LEAD-2141,Direct Mail,Cloud Migration,59,FY Efficiency,Qualified
LEAD-2142,Trade Show,CRM Software,99,Q3 Innovation,Working
LEAD-2143,Whitepaper,AI Automation,25,Q4 Efficiency,Nurturing
LEAD-2144,Email Campaign,Unified Communications,53,Q3 Innovation,New
LEAD-2145,Organic Search,Unified Communications,21,Q4 Innovation,New
LEAD-2146,Organic Search,CRM Software,78,Q4 Innovation,New
LEAD-2147,Webinar,IoT Platforms,41,Q1 Security,New
LEAD-2148,Webinar,Cybersecurity,66,Q2 Growth,Nurturing
LEAD-2149,Webinar,ERP Integration,54,Q4 Efficiency,Working
LEAD-2150,Paid Social,Cybersecurity,87,Q3 Transformation,Qualified
LEAD-2151,Whitepaper,Customer Experience,19,Q1 Transformation,Nurturing
LEAD-2152,Organic Search,AI Automation,100,FY Innovation,Nurturing
LEAD-2153,Organic Search,AI Automation,48,Q3 Security,Nurturing
LEAD-2154,Organic Search,Network Security,44,Q3 Growth,New
LEAD-2155,Webinar,ERP Integration,62,FY Transformation,Qualified
LEAD-2156,Paid Social,Payment Processing,36,Q1 Efficiency,Working
LEAD-2157,Paid Social,DevOps Tools,80,Q2 Security,New
LEAD-2158,Email Campaign,DevOps Tools,28,Q1 Security,Working
LEAD-2159,Direct Mail,Customer Experience,68,Q1 Innovation,New
LEAD-2160,Direct Mail,IoT Platforms,14,Q2 Innovation,Nurturing
LEAD-2161,Referral,Data Privacy,20,Q1 Security,Nurturing
LEAD-2162,Referral,AI Automation,12,Q3 Transformation,Qualified
LEAD-2163,Direct Mail,Cloud Migration,38,Q2 Security,Qualified
LEAD-2164,Trade Show,Customer Experience,65,Q4 Transformation,New
LEAD-2165,Paid Social,Cloud Migration,79,FY Efficiency,Nurturing
LEAD-2166,Webinar,Supply Chain Management,87,FY Efficiency,Nurturing
LEAD-2167,Paid Social,Big Data Analytics,85,Q2 Security,New
LEAD-2168,Email Campaign,DevOps Tools,89,Q3 Innovation,Qualified
LEAD-2169,Webinar,Big Data Analytics,23,Q4 Transformation,Qualified
LEAD-2170,Paid Social,IoT Platforms,78,Q3 Efficiency,Qualified
LEAD-2171,Paid Social,Cybersecurity,58,Q3 Efficiency,Working
LEAD-2172,Trade Show,Supply Chain Management,11,Q2 Innovation,Nurturing
LEAD-2173,Whitepaper,Unified Communications,79,Q2 Efficiency,Nurturing
LEAD-2174,Referral,Cloud Migration,88,Q2 Innovation,Nurturing
LEAD-2175,Paid Social,Customer Experience,42,FY Growth,New
LEAD-2176,Whitepaper,Data Privacy,82,FY Security,Nurturing
LEAD-2177,Paid Social,IoT Platforms,32,Q3 Efficiency,Qualified
LEAD-2178,Webinar,AI Automation,11,Q3 Efficiency,New
LEAD-2179,Email Campaign,AI Automation,91,Q4 Transformation,Working
LEAD-2180,Referral,Cloud Migration,84,Q1 Transformation,Nurturing
LEAD-2181,Email Campaign,Payment Processing,66,Q2 Growth,Nurturing
LEAD-2182,Paid Social,Data Privacy,73,Q1 Efficiency,Working
LEAD-2183,Trade Show,Cybersecurity,89,FY Growth,New
LEAD-2184,Organic Search,Payment Processing,93,Q1 Security,Working
LEAD-2185,Direct Mail,Fraud Prevention,50,Q1 Security,Working
LEAD-2186,Webinar,DevOps Tools,43,Q2 Innovation,New
LEAD-2187,Email Campaign,Network Security,15,Q4 Efficiency,Working
LEAD-2188,Email Campaign,Payment Processing,19,Q4 Security,Qualified
LEAD-2189,Whitepaper,Network Security,19,Q2 Transformation,Working
LEAD-2190,Email Campaign,Fraud Prevention,57,FY Security,Qualified
LEAD-2191,Whitepaper,Customer Experience,64,Q2 Efficiency,Working
LEAD-2192,Webinar,ERP Integration,87,Q3 Security,Nurturing
LEAD-2193,Referral,Supply Chain Management,93,Q3 Security,Qualified
LEAD-2194,Paid Social,Fraud Prevention,13,Q2 Growth,Nurturing
LEAD-2195,Webinar,Data Privacy,29,Q4 Innovation,New
LEAD-2196,Whitepaper,Fraud Prevention,37,Q3 Growth,Nurturing
LEAD-2197,Organic Search,CRM Software,84,Q1 Security,Working
LEAD-2198,Referral,Big Data Analytics,93,Q1 Transformation,New
LEAD-2199,Organic Search,Fraud Prevention,74,Q4 Innovation,Qualified
LEAD-2200,Whitepaper,IoT Platforms,77,Q1 Security,Qualified
LEAD-2201,Direct Mail,ERP Integration,44,Q2 Security,Nurturing
LEAD-2202,Organic Search,ERP Integration,41,FY Efficiency,Nurturing
LEAD-2203,Organic Search,AI Automation,50,FY Innovation,New
LEAD-2204,Organic Search,AI Automation,62,Q3 Security,New
LEAD-2205,Email Campaign,Network Security,74,Q1 Transformation,Nurturing
LEAD-2206,Direct Mail,Fraud Prevention,39,Q3 Efficiency,Qualified
LEAD-2207,Organic Search,Fraud Prevention,26,Q4 Transformation,Working
LEAD-2208,Referral,Customer Experience,84,FY Security,Working
LEAD-2209,Paid Social,Big Data Analytics,46,Q3 Growth,Nurturing
LEAD-2210,Whitepaper,Payment Processing,62,Q3 Innovation,Working
LEAD-2211,Direct Mail,Customer Experience,35,Q2 Growth,Qualified
LEAD-2212,Webinar,Cybersecurity,25,Q3 Innovation,Nurturing
LEAD-2213,Direct Mail,DevOps Tools,22,Q1 Efficiency,New
LEAD-2214,Referral,Cloud Migration,98,Q2 Growth,New
LEAD-2215,Trade Show,Network Security,77,Q3 Transformation,Qualified
LEAD-2216,Email Campaign,Cybersecurity,61,FY Transformation,Working
LEAD-2217,Paid Social,Payment Processing,53,Q3 Growth,New
LEAD-2218,Webinar,Payment Processing,55,Q3 Efficiency,Qualified
LEAD-2219,Direct Mail,DevOps Tools,65,Q2 Efficiency,Qualified
LEAD-2220,Trade Show,DevOps Tools,33,FY Innovation,New
LEAD-2221,Trade Show,Supply Chain Management,10,Q4 Innovation,Nurturing
LEAD-2222,Direct Mail,CRM Software,51,Q3 Efficiency,Working
LEAD-2223,Paid Social,Big Data Analytics,22,Q2 Transformation,Nurturing
LEAD-2224,Direct Mail,ERP Integration,16,Q4 Innovation,Qualified
LEAD-2225,Paid Social,ERP Integration,59,Q3 Growth,Working
LEAD-2226,Trade Show,Cloud Migration,36,Q3 Innovation,Nurturing
LEAD-2227,Email Campaign,Payment Processing,54,Q2 Efficiency,Working
LEAD-2228,Whitepaper,Data Privacy,45,Q4 Growth,Qualified
LEAD-2229,Organic Search,Supply Chain Management,31,Q2 Efficiency,Nurturing
LEAD-2230,Whitepaper,Supply Chain Management,39,FY Security,Nurturing
LEAD-2231,Trade Show,Payment Processing,36,Q4 Transformation,Working
LEAD-2232,Webinar,Fraud Prevention,15,Q4 Transformation,Working
LEAD-2233,Webinar,AI Automation,13,Q3 Security,Working
LEAD-2234,Paid Social,Fraud Prevention,64,FY Innovation,Qualified
LEAD-2235,Trade Show,IoT Platforms,68,Q2 Efficiency,New
LEAD-2236,Whitepaper,AI Automation,65,Q4 Growth,Nurturing
LEAD-2237,Whitepaper,IoT Platforms,27,Q2 Innovation,New
LEAD-2238,Email Campaign,Big Data Analytics,20,FY Innovation,Working
LEAD-2239,Whitepaper,ERP Integration,30,Q4 Security,Nurturing
LEAD-2240,Paid Social,AI Automation,90,FY Innovation,New
LEAD-2241,Email Campaign,Supply Chain Management,14,Q3 Innovation,New
LEAD-2242,Email Campaign,Unified Communications,81,FY Security,New
LEAD-2243,Webinar,Unified Communications,27,Q4 Innovation,Qualified
LEAD-2244,Organic Search,Customer Experience,35,Q2 Innovation,Qualified
LEAD-2245,Trade Show,AI Automation,33,FY Innovation,Qualified
LEAD-2246,Paid Social,Cybersecurity,35,FY Growth,New
LEAD-2247,Organic Search,Cloud Migration,65,Q1 Transformation,Qualified
LEAD-2248,Organic Search,DevOps Tools,32,Q1 Security,Qualified
LEAD-2249,Paid Social,Fraud Prevention,58,FY Growth,Working
LEAD-2250,Email Campaign,AI Automation,77,FY Security,Working
LEAD-2251,Paid Social,IoT Platforms,39,Q2 Efficiency,Qualified
LEAD-2252,Direct Mail,Big Data Analytics,90,Q3 Transformation,Nurturing
LEAD-2253,Direct Mail,Data Privacy,22,Q2 Transformation,New
LEAD-2254,Paid Social,CRM Software,67,Q3 Growth,Working
LEAD-2255,Referral,Payment Processing,32,Q3 Efficiency,Nurturing
LEAD-2256,Whitepaper,ERP Integration,99,Q3 Transformation,Working
LEAD-2257,Direct Mail,IoT Platforms,72,Q4 Efficiency,Qualified
LEAD-2258,Organic Search,Cloud Migration,47,Q2 Innovation,Working
LEAD-2259,Referral,Cloud Migration,81,FY Efficiency,Nurturing
LEAD-2260,Paid Social,Customer Experience,50,Q3 Innovation,Qualified
LEAD-2261,Direct Mail,CRM Software,61,Q2 Innovation,New
LEAD-2262,Paid Social,AI Automation,38,Q3 Growth,New
LEAD-2263,Paid Social,AI Automation,62,Q2 Transformation,Working
LEAD-2264,Organic Search,Big Data Analytics,90,Q1 Innovation,Nurturing
LEAD-2265,Trade Show,Fraud Prevention,79,Q1 Growth,New
LEAD-2266,Referral,Payment Processing,100,Q3 Growth,Nurturing
LEAD-2267,Whitepaper,Customer Experience,16,Q4 Security,Working
LEAD-2268,Email Campaign,Network Security,35,Q2 Growth,Qualified
LEAD-2269,Organic Search,Data Privacy,30,Q3 Security,Nurturing
LEAD-2270,Referral,Unified Communications,80,FY Innovation,Working
LEAD-2271,Webinar,Cloud Migration,12,FY Efficiency,New
LEAD-2272,Referral,Big Data Analytics,72,Q1 Security,Working
LEAD-2273,Paid Social,Data Privacy,13,Q2 Transformation,Working
LEAD-2274,Webinar,Data Privacy,25,Q3 Transformation,Qualified
LEAD-2275,Trade Show,IoT Platforms,44,Q1 Transformation,New
LEAD-2276,Whitepaper,Network Security,100,FY Efficiency,Qualified
LEAD-2277,Webinar,Cloud Migration,79,Q4 Efficiency,Working
LEAD-2278,Whitepaper,DevOps Tools,85,Q3 Transformation,Working
LEAD-2279,Paid Social,Big Data Analytics,51,Q3 Innovation,New
LEAD-2280,Paid Social,Data Privacy,68,Q2 Security,New
LEAD-2281,Paid Social,Customer Experience,83,Q4 Growth,Qualified
LEAD-2282,Paid Social,CRM Software,21,Q2 Transformation,Qualified
LEAD-2283,Paid Social,AI Automation,46,FY Transformation,Working
LEAD-2284,Referral,Cloud Migration,73,FY Innovation,Qualified
LEAD-2285,Email Campaign,Big Data Analytics,79,FY Transformation,New
LEAD-2286,Direct Mail,Unified Communications,83,Q1 Growth,Qualified
LEAD-2287,Organic Search,AI Automation,57,Q4 Growth,New
LEAD-2288,Paid Social,ERP Integration,28,FY Growth,New
LEAD-2289,Whitepaper,Network Security,31,Q2 Security,Qualified
LEAD-2290,Organic Search,Payment Processing,28,Q3 Transformation,Qualified
LEAD-2291,Organic Search,Cloud Migration,73,Q2 Innovation,Qualified
LEAD-2292,Paid Social,DevOps Tools,53,Q1 Efficiency,New
LEAD-2293,Email Campaign,DevOps Tools,82,Q4 Efficiency,Qualified
LEAD-2294,Webinar,Data Privacy,98,Q2 Security,Qualified
LEAD-2295,Direct Mail,ERP Integration,93,Q2 Transformation,Nurturing
LEAD-2296,Direct Mail,DevOps Tools,71,Q4 Security,New
LEAD-2297,Whitepaper,CRM Software,99,Q1 Transformation,Qualified
LEAD-2298,Trade Show,Big Data Analytics,11,Q2 Growth,New
LEAD-2299,Trade Show,Unified Communications,66,Q1 Innovation,New
LEAD-2300,Referral,AI Automation,31,FY Growth,Qualified
LEAD-2301,Trade Show,DevOps Tools,80,Q3 Innovation,Qualified
LEAD-2302,Webinar,Data Privacy,25,Q3 Innovation,Nurturing
LEAD-2303,Paid Social,Network Security,51,Q4 Efficiency,Nurturing
LEAD-2304,Trade Show,Cybersecurity,47,Q4 Security,Working
LEAD-2305,Email Campaign,Network Security,87,Q2 Innovation,Qualified
LEAD-2306,Direct Mail,Unified Communications,52,FY Innovation,Working
LEAD-2307,Trade Show,Network Security,70,Q1 Growth,Nurturing
LEAD-2308,Referral,Cybersecurity,29,Q4 Growth,New
LEAD-2309,Webinar,Data Privacy,99,Q2 Security,Working
LEAD-2310,Whitepaper,Network Security,68,Q3 Growth,New
LEAD-2311,Webinar,Fraud Prevention,69,Q4 Efficiency,Working
LEAD-2312,Whitepaper,ERP Integration,91,Q4 Transformation,Working
LEAD-2313,Email Campaign,Customer Experience,11,Q2 Security,Nurturing
LEAD-2314,Paid Social,IoT Platforms,64,Q4 Innovation,Nurturing
LEAD-2315,Email Campaign,Fraud Prevention,61,Q2 Innovation,Working
LEAD-2316,Whitepaper,Fraud Prevention,29,Q1 Innovation,Working
LEAD-2317,Paid Social,Cybersecurity,43,Q4 Innovation,New
LEAD-2318,Trade Show,Big Data Analytics,76,Q4 Innovation,Qualified
LEAD-2319,Email Campaign,Fraud Prevention,85,Q4 Efficiency,Nurturing
LEAD-2320,Direct Mail,Unified Communications,31,Q1 Growth,Working
LEAD-2321,Organic Search,Payment Processing,88,Q1 Efficiency,Working
LEAD-2322,Trade Show,AI Automation,10,Q3 Growth,New
LEAD-2323,Webinar,Cybersecurity,75,Q3 Efficiency,Qualified
LEAD-2324,Direct Mail,ERP Integration,48,Q4 Security,New
LEAD-2325,Organic Search,Network Security,60,Q3 Transformation,Qualified
LEAD-2326,Direct Mail,ERP Integration,49,Q4 Security,Nurturing
LEAD-2327,Whitepaper,Supply Chain Management,87,Q2 Security,Working
LEAD-2328,Paid Social,DevOps Tools,28,Q3 Innovation,Qualified
LEAD-2329,Direct Mail,DevOps Tools,42,FY Security,New
LEAD-2330,Referral,Customer Experience,54,Q2 Growth,New
LEAD-2331,Email Campaign,IoT Platforms,69,FY Efficiency,Nurturing
LEAD-2332,Referral,Unified Communications,88,Q4 Transformation,Working
LEAD-2333,Referral,ERP Integration,32,FY Innovation,New
LEAD-2334,Organic Search,AI Automation,56,Q4 Security,Working
LEAD-2335,Webinar,Fraud Prevention,49,Q3 Growth,New
