opportunity_id,account_id,rep_id,product_id,lead_id,create_date,close_date,activation_date,opp_stage,probability_percent,acv,nrr,tcv,won_lost_reason,discount_percent,margin_percent,contract_term_months,mrr,estimated_transaction_volume,implementation_cost,upsell_acv
OPP-02032,ACC-117,REP-071,PRD-001,LEAD-0865,2024-11-24,2025-01-27,2025-02-14,Closed Won,1.0,80000,43000,283000.0,Competitor,0.19,0.53,36,6666.67,88764,47921,2479
OPP-02033,ACC-023,REP-050,PRD-055,LEAD-6208,2025-07-08,2025-09-24,,Demo,0.3,47000,48000,189000.0,,0.37,0.73,36,3916.67,57888,29435,2647
OPP-02034,ACC-079,REP-149,PRD-037,LEAD-7441,2023-03-26,2023-04-28,,On Hold,0.1,62000,47000,171000.0,,0.27,0.41,24,5166.67,9685,31806,224
OPP-02035,ACC-023,REP-073,PRD-055,LEAD-0342,2023-11-04,2023-12-26,,Closed Lost,0.0,20000,3000,43000.0,Budget,0.13,0.79,24,1666.67,85191,6907,3818
OPP-02036,ACC-021,REP-114,PRD-005,LEAD-5197,2026-08-06,2026-12-20,,Negotiation,0.7,83000,49000,298000.0,,0.32,0.35,36,6916.67,5480,15532,1274
OPP-02037,ACC-017,REP-083,PRD-015,LEAD-7363,2025-08-06,2025-10-28,,Negotiation,0.7,53000,9000,115000.0,,0.1,0.43,24,4416.67,85621,20396,4789
OPP-02038,ACC-014,REP-089,PRD-013,LEAD-2944,2023-11-06,2024-03-28,,Qualify,0.1,238000,18000,732000.0,,0.34,0.19,36,19833.33,6238,22158,1976
OPP-02039,ACC-019,REP-026,PRD-008,LEAD-6924,2024-08-28,2024-12-26,,Negotiation,0.7,167000,33000,534000.0,,0.38,0.14,36,13916.67,36100,31915,4682
OPP-02040,ACC-036,REP-086,PRD-013,LEAD-4979,2025-04-26,2025-07-29,,Negotiation,0.7,199000,49000,248000.0,,0.06,0.7,12,16583.33,10211,15621,4545
OPP-02041,ACC-033,REP-027,PRD-062,,2023-01-29,2023-04-22,,Demo,0.3,202000,27000,229000.0,,0.45,0.73,12,16833.33,85938,30651,1526
OPP-02042,ACC-023,REP-133,PRD-004,LEAD-2036,2024-12-22,2025-06-17,2025-07-14,Closed Won,1.0,60000,6000,66000.0,Features,0.22,0.75,12,5000.0,19518,43795,4924
OPP-02043,ACC-056,REP-003,PRD-012,LEAD-4284,2025-07-26,2025-12-16,,Negotiation,0.7,79000,2000,160000.0,,0.39,0.71,24,6583.33,73892,4478,49481
OPP-02044,ACC-019,REP-054,PRD-015,LEAD-7796,2022-12-22,2023-04-28,2023-06-07,Closed Won,1.0,101000,9000,110000.0,Executive Sponsor Left,0.44,0.27,12,8416.67,32575,41272,2576
OPP-02045,ACC-010,REP-145,PRD-040,,2023-10-20,2024-03-07,,Closed Lost,0.0,41000,0,82000.0,Executive Sponsor Left,0.15,0.49,24,3416.67,48473,4369,31786
OPP-02046,ACC-017,REP-015,PRD-002,,2025-06-08,2025-08-15,,Negotiation,0.7,235000,30000,265000.0,,0.21,0.19,12,19583.33,25433,14763,1513
OPP-02047,ACC-016,REP-088,PRD-056,LEAD-3989,2023-05-14,2023-09-27,,Demo,0.3,7000,4000,11000.0,,0.39,0.11,12,583.33,73065,19629,1092
OPP-02048,ACC-005,REP-132,PRD-011,LEAD-5055,2022-10-24,2023-04-04,,Closed Lost,0.0,62000,4000,128000.0,Competitor,0.26,0.33,24,5166.67,62697,34103,2559
OPP-02049,ACC-002,REP-102,PRD-008,,2026-06-26,2026-09-16,,Negotiation,0.7,182000,25000,389000.0,,0.23,0.11,24,15166.67,25703,32508,4424
OPP-02050,ACC-104,REP-105,PRD-004,LEAD-1004,2026-02-20,2026-07-13,,Closed Lost,0.0,186000,36000,594000.0,No Decision,0.29,0.58,36,15500.0,98171,25194,26648
OPP-02051,ACC-007,REP-010,PRD-014,,2022-11-25,2023-03-21,2023-04-13,Closed Won,1.0,61000,19000,80000.0,Competitor,0.22,0.36,12,5083.33,82847,25155,3776
OPP-02052,ACC-010,REP-076,PRD-055,LEAD-6000,2026-09-06,2026-12-24,,Qualify,0.1,149000,17000,166000.0,,0.25,0.26,12,12416.67,68554,48340,34423
OPP-02053,ACC-021,REP-113,PRD-005,LEAD-2336,2022-07-31,2023-01-11,,Closed Lost,0.0,79000,46000,283000.0,Price,0.38,0.15,36,6583.33,47575,24260,161
OPP-02054,ACC-022,REP-083,PRD-028,LEAD-2630,2023-06-27,2023-09-23,,Closed Lost,0.0,12000,1000,13000.0,Features,0.03,0.5,12,1000.0,62082,14133,2877
OPP-02055,ACC-007,REP-015,PRD-072,,2025-07-21,2025-09-01,,On Hold,0.1,226000,15000,241000.0,,0.44,0.18,12,18833.33,85414,23199,3882
OPP-02056,ACC-002,REP-131,PRD-016,,2025-06-11,2025-10-22,,Demo,0.3,139000,47000,325000.0,,0.23,0.29,24,11583.33,83470,26204,1028
OPP-02057,ACC-009,REP-030,PRD-004,,2022-10-19,2023-03-31,,Demo,0.3,117000,46000,280000.0,,0.0,0.76,24,9750.0,6208,46065,4493
OPP-02058,ACC-024,REP-019,PRD-009,,2026-05-14,2026-06-29,,Closed Lost,0.0,64000,5000,197000.0,Price,0.06,0.64,36,5333.33,22412,38023,2829
OPP-02059,ACC-016,REP-100,PRD-009,LEAD-4413,2025-01-21,2025-04-12,,Qualify,0.1,101000,18000,220000.0,,0.42,0.14,24,8416.67,98723,30867,4491
OPP-02060,ACC-016,REP-032,PRD-047,LEAD-2666,2025-12-04,2026-01-28,,Demo,0.3,222000,20000,686000.0,,0.45,0.49,36,18500.0,18105,15432,2105
OPP-02061,ACC-011,REP-134,PRD-003,,2026-01-17,2026-06-19,,Qualify,0.1,210000,23000,443000.0,,0.42,0.27,24,17500.0,28041,35857,974
OPP-02062,ACC-021,REP-036,PRD-001,,2026-07-23,2026-12-27,,Demo,0.3,179000,19000,556000.0,,0.25,0.14,36,14916.67,87772,39312,3705
OPP-02063,ACC-002,REP-038,PRD-007,,2026-08-05,2026-09-26,,Demo,0.3,13000,40000,53000.0,,0.1,0.53,12,1083.33,23156,42950,3007
OPP-02064,ACC-078,REP-051,PRD-001,LEAD-1077,2022-09-12,2023-02-11,,On Hold,0.1,216000,42000,258000.0,,0.21,0.66,12,18000.0,1286,14485,4534
OPP-02065,ACC-018,REP-067,PRD-045,LEAD-4969,2023-01-22,2023-04-21,,On Hold,0.1,75000,49000,274000.0,,0.2,0.2,36,6250.0,47256,43349,3354
OPP-02066,ACC-024,REP-049,PRD-046,LEAD-6769,2025-04-13,2025-09-27,,On Hold,0.1,35000,43000,113000.0,,0.49,0.68,24,2916.67,7750,36346,1359
OPP-02067,ACC-039,REP-021,PRD-009,,2026-10-15,2026-12-31,,On Hold,0.1,79000,1000,80000.0,,0.36,0.34,12,6583.33,7537,34349,1970
OPP-02068,ACC-017,REP-126,PRD-010,LEAD-0831,2022-12-18,2023-01-31,,Demo,0.3,48000,44000,188000.0,,0.29,0.27,36,4000.0,29729,19064,3823
OPP-02069,ACC-024,REP-133,PRD-024,LEAD-3181,2024-12-27,2025-03-19,,On Hold,0.1,50000,7000,157000.0,,0.14,0.21,36,4166.67,55414,24794,4090
OPP-02070,ACC-017,REP-031,PRD-004,LEAD-7087,2026-04-07,2026-08-27,,Qualify,0.1,85000,3000,258000.0,,0.07,0.3,36,7083.33,11802,2495,2084
OPP-02071,ACC-082,REP-073,PRD-076,LEAD-7783,2024-12-12,2025-02-11,,Negotiation,0.7,133000,11000,144000.0,,0.01,0.5,12,11083.33,9430,46382,3192
OPP-02072,ACC-005,REP-079,PRD-003,,2023-06-16,2023-09-18,,Negotiation,0.7,90000,15000,195000.0,,0.0,0.21,24,7500.0,98716,34527,4886
OPP-02073,ACC-057,REP-044,PRD-005,LEAD-6880,2026-04-22,2026-10-01,,Demo,0.3,67000,45000,179000.0,,0.49,0.41,24,5583.33,4215,40160,1826
OPP-02074,ACC-079,REP-017,PRD-077,LEAD-0998,2025-10-01,2026-02-02,,Demo,0.3,54000,45000,153000.0,,0.25,0.7,24,4500.0,89912,11293,2900
OPP-02075,ACC-010,REP-130,PRD-002,LEAD-1672,2023-05-09,2023-09-05,,Demo,0.3,8000,48000,56000.0,,0.2,0.71,12,666.67,69522,2750,48675
OPP-02076,ACC-025,REP-034,PRD-005,LEAD-0409,2024-08-08,2024-09-24,,Qualify,0.1,156000,42000,510000.0,,0.32,0.4,36,13000.0,16517,4180,536
OPP-02077,ACC-105,REP-121,PRD-049,LEAD-0207,2026-06-26,2026-12-19,2027-02-01,Closed Won,1.0,54000,18000,180000.0,Budget,0.39,0.17,36,4500.0,31520,48303,4867
OPP-02078,ACC-013,REP-008,PRD-010,LEAD-3604,2026-01-14,2026-05-01,,Closed Lost,0.0,81000,31000,112000.0,Timing,0.25,0.18,12,6750.0,44825,27866,4720
OPP-02079,ACC-009,REP-101,PRD-004,LEAD-1907,2024-04-16,2024-08-20,,Negotiation,0.7,32000,34000,130000.0,,0.05,0.74,36,2666.67,79027,41172,2144
OPP-02080,ACC-007,REP-041,PRD-014,LEAD-2317,2025-04-12,2025-06-21,2025-07-17,Closed Won,1.0,136000,8000,280000.0,Budget,0.01,0.66,24,11333.33,46524,10522,3528
OPP-02081,ACC-002,REP-062,PRD-015,LEAD-5689,2023-03-02,2023-05-24,,Closed Lost,0.0,165000,11000,341000.0,Features,0.39,0.17,24,13750.0,87510,11643,3642
OPP-02082,ACC-044,REP-027,PRD-005,LEAD-4661,2024-06-04,2024-11-30,,Closed Lost,0.0,119000,49000,168000.0,No Decision,0.42,0.17,12,9916.67,71708,34427,26223
OPP-02083,ACC-002,REP-059,PRD-006,LEAD-0168,2024-08-14,2025-01-27,,Negotiation,0.7,238000,50000,764000.0,,0.27,0.54,36,19833.33,92805,14905,2368
OPP-02084,ACC-016,REP-122,PRD-011,LEAD-2702,2024-02-08,2024-07-19,,On Hold,0.1,188000,44000,608000.0,,0.14,0.21,36,15666.67,88240,9730,4505
OPP-02085,ACC-014,REP-009,PRD-011,,2026-08-07,2026-09-16,,Closed Lost,0.0,230000,3000,693000.0,Executive Sponsor Left,0.16,0.26,36,19166.67,72940,35392,1283
OPP-02086,ACC-011,REP-140,PRD-017,LEAD-0839,2026-03-21,2026-06-28,,Demo,0.3,143000,30000,316000.0,,0.21,0.59,24,11916.67,22457,38460,2015
OPP-02087,ACC-003,REP-001,PRD-056,,2024-04-01,2024-07-04,,On Hold,0.1,32000,9000,105000.0,,0.25,0.14,36,2666.67,59275,13672,27232
OPP-02088,ACC-005,REP-117,PRD-071,,2025-01-16,2025-02-28,2025-03-23,Closed Won,1.0,216000,36000,684000.0,Superior ROI,0.48,0.77,36,18000.0,62679,18037,2281
OPP-02089,ACC-009,REP-035,PRD-004,LEAD-2845,2024-10-28,2025-03-17,,Demo,0.3,177000,23000,377000.0,,0.35,0.41,24,14750.0,45413,30099,2921
OPP-02090,ACC-004,REP-010,PRD-044,,2024-11-05,2025-04-15,,Qualify,0.1,112000,20000,356000.0,,0.16,0.76,36,9333.33,7375,44521,63
OPP-02091,ACC-086,REP-041,PRD-005,,2024-04-04,2024-06-23,,On Hold,0.1,120000,0,240000.0,,0.33,0.35,24,10000.0,95072,15064,3757
OPP-02092,ACC-006,REP-142,PRD-013,,2024-01-26,2024-04-10,,Negotiation,0.7,38000,15000,129000.0,,0.08,0.51,36,3166.67,13711,49751,2053
OPP-02093,ACC-020,REP-063,PRD-012,LEAD-4786,2025-07-08,2025-09-27,2025-10-15,Closed Won,1.0,180000,45000,585000.0,Features,0.17,0.28,36,15000.0,37316,42120,4815
OPP-02094,ACC-025,REP-073,PRD-003,LEAD-1787,2024-06-09,2024-11-13,,On Hold,0.1,199000,32000,430000.0,,0.38,0.71,24,16583.33,73439,35722,4576
OPP-02095,ACC-020,REP-119,PRD-038,LEAD-1910,2025-05-06,2025-08-08,,Closed Lost,0.0,194000,12000,400000.0,Features,0.05,0.74,24,16166.67,7797,41330,4480
OPP-02096,ACC-011,REP-146,PRD-001,LEAD-6140,2025-02-09,2025-04-28,,Demo,0.3,189000,42000,231000.0,,0.47,0.49,12,15750.0,81674,36652,2980
OPP-02097,ACC-024,REP-016,PRD-006,LEAD-7398,2024-03-30,2024-06-21,2024-08-05,Closed Won,1.0,145000,10000,445000.0,Timing,0.31,0.67,36,12083.33,70591,40471,4295
OPP-02098,ACC-010,REP-086,PRD-045,LEAD-2804,2026-06-10,2026-11-15,,Qualify,0.1,110000,31000,251000.0,,0.2,0.19,24,9166.67,24977,31317,40153
OPP-02099,ACC-002,REP-016,PRD-037,LEAD-1152,2023-12-28,2024-03-28,2024-04-29,Closed Won,1.0,140000,40000,180000.0,Superior ROI,0.48,0.75,12,11666.67,71893,40939,3922
OPP-02100,ACC-010,REP-117,PRD-023,LEAD-4936,2023-04-29,2023-08-11,,On Hold,0.1,151000,15000,468000.0,,0.01,0.28,36,12583.33,59772,3669,26409
OPP-02101,ACC-096,REP-026,PRD-014,LEAD-4873,2023-06-27,2023-09-15,2023-10-26,Closed Won,1.0,149000,29000,178000.0,Price,0.39,0.42,12,12416.67,89396,30347,4802
OPP-02102,ACC-007,REP-109,PRD-023,LEAD-7090,2024-02-17,2024-03-31,,On Hold,0.1,51000,20000,122000.0,,0.24,0.3,24,4250.0,74905,1606,1868
OPP-02103,ACC-008,REP-110,PRD-016,LEAD-7466,2024-05-02,2024-06-19,,Qualify,0.1,195000,4000,589000.0,,0.2,0.71,36,16250.0,62900,1950,4162
OPP-02104,ACC-039,REP-041,PRD-008,LEAD-0727,2026-04-26,2026-06-15,,On Hold,0.1,241000,26000,749000.0,,0.17,0.46,36,20083.33,87641,42738,4062
OPP-02105,ACC-014,REP-010,PRD-073,,2024-03-17,2024-06-08,,On Hold,0.1,94000,12000,294000.0,,0.44,0.11,36,7833.33,30097,20261,606
OPP-02106,ACC-090,REP-011,PRD-015,LEAD-0541,2025-04-22,2025-10-14,,Demo,0.3,201000,3000,405000.0,,0.36,0.51,24,16750.0,31451,18713,1737
OPP-02107,ACC-021,REP-044,PRD-001,LEAD-6802,2024-11-08,2024-12-26,,Demo,0.3,81000,42000,204000.0,,0.42,0.61,24,6750.0,81589,25603,3845
OPP-02108,ACC-016,REP-047,PRD-013,LEAD-2600,2023-04-04,2023-09-27,,Closed Lost,0.0,52000,8000,112000.0,Features,0.12,0.7,24,4333.33,92915,11571,240
OPP-02109,ACC-004,REP-098,PRD-080,LEAD-1580,2023-07-24,2023-10-13,,Closed Lost,0.0,198000,35000,233000.0,No Decision,0.17,0.17,12,16500.0,65513,34220,902
OPP-02110,ACC-023,REP-081,PRD-008,LEAD-5271,2023-07-19,2023-09-26,,Negotiation,0.7,142000,13000,297000.0,,0.16,0.15,24,11833.33,16266,47173,1539
OPP-02111,ACC-011,REP-016,PRD-006,LEAD-4787,2023-10-21,2024-02-14,2024-03-24,Closed Won,1.0,150000,31000,481000.0,Features,0.27,0.25,36,12500.0,45689,12232,189
OPP-02112,ACC-001,REP-090,PRD-011,LEAD-0332,2023-10-10,2023-11-30,,Qualify,0.1,108000,23000,131000.0,,0.0,0.56,12,9000.0,1887,2671,3562
OPP-02113,ACC-023,REP-078,PRD-005,LEAD-0182,2025-01-04,2025-05-17,,Negotiation,0.7,169000,18000,187000.0,,0.07,0.29,12,14083.33,2258,18144,413
OPP-02114,ACC-002,REP-124,PRD-002,LEAD-2755,2023-08-04,2023-11-17,,Closed Lost,0.0,10000,35000,65000.0,Executive Sponsor Left,0.12,0.61,36,833.33,3882,35595,3305
OPP-02115,ACC-064,REP-017,PRD-010,,2024-04-24,2024-10-11,,On Hold,0.1,62000,10000,134000.0,,0.3,0.29,24,5166.67,50152,21080,1186
OPP-02116,ACC-034,REP-145,PRD-064,LEAD-5349,2023-09-21,2024-03-19,,Qualify,0.1,92000,33000,125000.0,,0.32,0.45,12,7666.67,85400,47003,220
OPP-02117,ACC-001,REP-118,PRD-022,LEAD-4054,2025-04-04,2025-08-20,,Demo,0.3,162000,12000,336000.0,,0.28,0.22,24,13500.0,34062,35055,1408
OPP-02118,ACC-016,REP-123,PRD-002,LEAD-3699,2022-11-29,2023-02-03,2023-02-17,Closed Won,1.0,221000,22000,243000.0,Features,0.11,0.15,12,18416.67,55813,42461,3818
OPP-02119,ACC-013,REP-080,PRD-005,LEAD-5485,2026-06-14,2026-11-22,,Qualify,0.1,160000,47000,367000.0,,0.28,0.18,24,13333.33,4400,2239,3509
OPP-02120,ACC-104,REP-079,PRD-001,LEAD-2775,2023-09-23,2024-03-06,,On Hold,0.1,164000,21000,349000.0,,0.44,0.3,24,13666.67,5944,37611,41987
OPP-02121,ACC-007,REP-147,PRD-011,LEAD-2516,2025-09-18,2026-01-11,,Qualify,0.1,225000,5000,680000.0,,0.39,0.46,36,18750.0,40115,37538,552
OPP-02122,ACC-025,REP-015,PRD-007,,2023-05-18,2023-09-29,,Qualify,0.1,145000,31000,176000.0,,0.43,0.31,12,12083.33,19197,12006,1284
OPP-02123,ACC-052,REP-125,PRD-007,LEAD-4128,2023-03-16,2023-07-24,,Demo,0.3,41000,40000,122000.0,,0.06,0.27,24,3416.67,13516,23475,1631
OPP-02124,ACC-006,REP-092,PRD-015,,2024-05-08,2024-07-30,,On Hold,0.1,211000,28000,450000.0,,0.16,0.65,24,17583.33,70367,16016,4910
OPP-02125,ACC-007,REP-121,PRD-013,LEAD-2246,2024-12-22,2025-03-26,,Qualify,0.1,228000,16000,244000.0,,0.06,0.44,12,19000.0,18322,46226,247
OPP-02126,ACC-046,REP-003,PRD-006,LEAD-1279,2023-01-01,2023-03-19,,Qualify,0.1,167000,41000,542000.0,,0.07,0.45,36,13916.67,70955,40823,3709
OPP-02127,ACC-034,REP-036,PRD-001,LEAD-6936,2025-06-13,2025-08-28,,On Hold,0.1,199000,7000,206000.0,,0.38,0.47,12,16583.33,15318,2584,2884
OPP-02128,ACC-007,REP-101,PRD-004,LEAD-5242,2024-09-26,2025-03-01,2025-04-13,Closed Won,1.0,128000,30000,158000.0,Executive Sponsor Left,0.46,0.61,12,10666.67,20056,8623,4500
OPP-02129,ACC-076,REP-069,PRD-012,LEAD-1831,2025-01-25,2025-06-24,,Demo,0.3,106000,38000,144000.0,,0.22,0.62,12,8833.33,25536,49365,158
OPP-02130,ACC-019,REP-149,PRD-014,,2024-01-27,2024-03-10,,On Hold,0.1,138000,3000,417000.0,,0.44,0.17,36,11500.0,63199,20622,727
OPP-02131,ACC-016,REP-127,PRD-008,,2024-08-13,2024-10-15,,On Hold,0.1,232000,1000,465000.0,,0.46,0.74,24,19333.33,23712,49158,1629
OPP-02132,ACC-011,REP-033,PRD-002,LEAD-5341,2024-01-17,2024-03-27,,Closed Lost,0.0,17000,15000,66000.0,No Decision,0.3,0.57,36,1416.67,10310,44920,3212
OPP-02133,ACC-010,REP-084,PRD-036,LEAD-3469,2023-11-16,2024-04-03,,On Hold,0.1,140000,33000,453000.0,,0.24,0.51,36,11666.67,30036,5723,34149
OPP-02134,ACC-111,REP-125,PRD-001,LEAD-2347,2026-04-26,2026-06-16,,Closed Lost,0.0,137000,31000,168000.0,Executive Sponsor Left,0.44,0.73,12,11416.67,12250,46564,32283
OPP-02135,ACC-022,REP-047,PRD-060,LEAD-4309,2025-07-23,2025-12-23,,Negotiation,0.7,99000,12000,111000.0,,0.45,0.27,12,8250.0,20190,14028,3884
OPP-02136,ACC-025,REP-105,PRD-011,,2022-09-30,2023-02-20,2023-03-15,Closed Won,1.0,159000,15000,174000.0,Price,0.44,0.6,12,13250.0,66631,23254,3161
OPP-02137,ACC-005,REP-100,PRD-005,LEAD-2162,2023-10-27,2023-12-21,,Closed Lost,0.0,246000,43000,781000.0,No Decision,0.25,0.23,36,20500.0,34331,14359,2933
OPP-02138,ACC-005,REP-041,PRD-026,LEAD-7182,2024-06-01,2024-08-21,,Negotiation,0.7,239000,19000,497000.0,,0.15,0.25,24,19916.67,33918,8307,4791
OPP-02139,ACC-023,REP-100,PRD-070,LEAD-4880,2022-10-22,2023-02-07,,Negotiation,0.7,62000,40000,164000.0,,0.25,0.71,24,5166.67,73254,26524,4340
OPP-02140,ACC-007,REP-032,PRD-008,LEAD-0857,2025-05-31,2025-10-19,2025-11-03,Closed Won,1.0,122000,32000,154000.0,Superior ROI,0.2,0.35,12,10166.67,5911,12270,3762
OPP-02141,ACC-008,REP-076,PRD-006,LEAD-0378,2025-03-22,2025-05-25,,Demo,0.3,43000,0,86000.0,,0.2,0.79,24,3583.33,76184,29219,3376
OPP-02142,ACC-025,REP-070,PRD-007,LEAD-7022,2024-11-20,2025-03-19,,Closed Lost,0.0,118000,47000,283000.0,Features,0.37,0.26,24,9833.33,93552,46728,2427
OPP-02143,ACC-007,REP-091,PRD-070,,2025-12-08,2026-03-11,2026-04-21,Closed Won,1.0,131000,31000,293000.0,Features,0.24,0.61,24,10916.67,34106,4736,2137
OPP-02144,ACC-066,REP-032,PRD-024,LEAD-5410,2024-04-25,2024-06-01,2024-06-25,Closed Won,1.0,100000,27000,227000.0,Executive Sponsor Left,0.49,0.66,24,8333.33,24262,41395,4946
OPP-02145,ACC-023,REP-141,PRD-010,LEAD-5793,2023-04-27,2023-10-16,,Qualify,0.1,73000,27000,173000.0,,0.23,0.53,24,6083.33,27090,37447,2116
OPP-02146,ACC-022,REP-041,PRD-011,LEAD-3157,2024-03-17,2024-04-29,,Demo,0.3,56000,43000,99000.0,,0.13,0.16,12,4666.67,42536,49720,3165
OPP-02147,ACC-003,REP-018,PRD-029,LEAD-4767,2022-10-16,2023-03-29,,Negotiation,0.7,11000,24000,46000.0,,0.47,0.26,24,916.67,55758,36685,20517
OPP-02148,ACC-108,REP-107,PRD-064,LEAD-2739,2024-07-29,2024-12-22,,On Hold,0.1,92000,34000,310000.0,,0.14,0.77,36,7666.67,63613,13508,3802
OPP-02149,ACC-019,REP-092,PRD-002,,2025-10-03,2025-11-04,,Qualify,0.1,28000,10000,66000.0,,0.01,0.73,24,2333.33,56458,48416,508
OPP-02150,ACC-051,REP-091,PRD-040,LEAD-4235,2024-12-19,2025-04-24,,On Hold,0.1,56000,29000,85000.0,,0.1,0.13,12,4666.67,58535,42239,29491
OPP-02151,ACC-004,REP-049,PRD-011,LEAD-2020,2024-08-04,2024-09-09,,Demo,0.3,65000,36000,166000.0,,0.13,0.29,24,5416.67,41474,6930,3750
OPP-02152,ACC-017,REP-051,PRD-004,LEAD-7391,2023-08-02,2023-12-04,2023-12-18,Closed Won,1.0,98000,4000,102000.0,Competitor,0.0,0.53,12,8166.67,60473,24482,4991
OPP-02153,ACC-011,REP-118,PRD-008,LEAD-7935,2024-07-19,2024-11-28,2024-12-15,Closed Won,1.0,30000,8000,98000.0,Price,0.26,0.79,36,2500.0,61140,3131,4486
OPP-02154,ACC-019,REP-003,PRD-002,LEAD-0440,2023-11-09,2024-03-18,,Demo,0.3,31000,23000,54000.0,,0.17,0.75,12,2583.33,84193,10045,745
OPP-02155,ACC-058,REP-131,PRD-008,LEAD-1579,2025-06-03,2025-07-08,,Qualify,0.1,206000,35000,653000.0,,0.4,0.16,36,17166.67,51407,10193,306
OPP-02156,ACC-010,REP-008,PRD-040,LEAD-4060,2025-11-24,2026-01-20,,Closed Lost,0.0,153000,10000,163000.0,Budget,0.08,0.61,12,12750.0,72087,13960,40329
OPP-02157,ACC-019,REP-136,PRD-056,LEAD-1554,2025-10-31,2026-03-16,,On Hold,0.1,88000,24000,112000.0,,0.35,0.18,12,7333.33,46462,6421,1608
OPP-02158,ACC-020,REP-119,PRD-014,LEAD-5069,2025-02-21,2025-08-12,2025-09-10,Closed Won,1.0,201000,35000,638000.0,Features,0.18,0.46,36,16750.0,95717,38279,1470
OPP-02159,ACC-008,REP-099,PRD-016,LEAD-6621,2024-10-03,2025-02-26,,On Hold,0.1,13000,46000,85000.0,,0.16,0.58,36,1083.33,87335,27742,2969
OPP-02160,ACC-019,REP-069,PRD-013,,2025-04-13,2025-06-12,2025-07-09,Closed Won,1.0,240000,33000,273000.0,Budget,0.06,0.33,12,20000.0,16246,43586,3101
OPP-02161,ACC-036,REP-032,PRD-009,LEAD-1286,2023-05-06,2023-07-10,,On Hold,0.1,42000,3000,87000.0,,0.27,0.33,24,3500.0,43348,42673,2493
OPP-02162,ACC-025,REP-097,PRD-006,,2025-03-23,2025-09-02,,Qualify,0.1,190000,28000,218000.0,,0.48,0.56,12,15833.33,71633,12810,1098
OPP-02163,ACC-014,REP-021,PRD-009,,2025-05-20,2025-06-23,2025-08-05,Closed Won,1.0,125000,46000,421000.0,Price,0.31,0.71,36,10416.67,13898,7170,36
OPP-02164,ACC-106,REP-112,PRD-014,LEAD-6449,2026-01-04,2026-06-20,,On Hold,0.1,101000,41000,344000.0,,0.3,0.61,36,8416.67,33124,10075,2669
OPP-02165,ACC-028,REP-145,PRD-072,,2023-11-03,2024-02-02,2024-03-08,Closed Won,1.0,127000,13000,140000.0,Budget,0.03,0.64,12,10583.33,3960,48979,671
OPP-02166,ACC-004,REP-126,PRD-006,LEAD-5546,2023-08-06,2023-10-18,,Demo,0.3,165000,6000,501000.0,,0.3,0.26,36,13750.0,72790,38269,550
OPP-02167,ACC-121,REP-086,PRD-060,LEAD-2003,2023-06-20,2023-09-20,,Demo,0.3,86000,18000,190000.0,,0.29,0.27,24,7166.67,19265,26123,128
OPP-02168,ACC-021,REP-097,PRD-052,,2024-12-23,2025-06-19,,On Hold,0.1,156000,1000,313000.0,,0.14,0.56,24,13000.0,56460,14347,3478
OPP-02169,ACC-006,REP-003,PRD-053,LEAD-1823,2024-01-16,2024-03-07,,Demo,0.3,169000,30000,199000.0,,0.32,0.68,12,14083.33,89954,48816,221
OPP-02170,ACC-003,REP-029,PRD-036,LEAD-4823,2025-05-04,2025-06-21,,Negotiation,0.7,60000,12000,192000.0,,0.05,0.51,36,5000.0,45997,42394,32765
OPP-02171,ACC-025,REP-041,PRD-016,LEAD-4342,2024-01-29,2024-07-26,2024-08-31,Closed Won,1.0,179000,21000,558000.0,Features,0.29,0.21,36,14916.67,3759,26070,2757
OPP-02172,ACC-005,REP-116,PRD-016,,2025-04-28,2025-07-24,,Demo,0.3,185000,47000,232000.0,,0.29,0.72,12,15416.67,14710,16716,1803
OPP-02173,ACC-096,REP-085,PRD-014,LEAD-1859,2024-06-07,2024-09-24,,Negotiation,0.7,61000,36000,158000.0,,0.28,0.69,24,5083.33,25779,46363,684
OPP-02174,ACC-002,REP-045,PRD-014,,2023-05-16,2023-10-01,,Negotiation,0.7,23000,32000,78000.0,,0.33,0.47,24,1916.67,30095,42710,967
OPP-02175,ACC-002,REP-148,PRD-002,LEAD-5346,2024-12-13,2025-03-16,,On Hold,0.1,229000,12000,470000.0,,0.2,0.62,24,19083.33,51025,42150,3815
OPP-02176,ACC-006,REP-080,PRD-016,LEAD-3381,2022-10-18,2023-02-26,,Qualify,0.1,129000,11000,140000.0,,0.15,0.13,12,10750.0,57896,36352,4038
OPP-02177,ACC-047,REP-141,PRD-008,LEAD-4501,2025-09-04,2026-01-24,2026-02-16,Closed Won,1.0,157000,44000,358000.0,Superior ROI,0.35,0.79,24,13083.33,28282,48753,1625
OPP-02178,ACC-019,REP-053,PRD-079,LEAD-7548,2024-07-05,2024-09-05,,Qualify,0.1,240000,38000,758000.0,,0.07,0.71,36,20000.0,27141,48227,4181
OPP-02179,ACC-115,REP-085,PRD-007,LEAD-4117,2025-06-14,2025-10-17,,Demo,0.3,10000,29000,39000.0,,0.46,0.67,12,833.33,23525,26952,239
OPP-02180,ACC-084,REP-002,PRD-014,LEAD-5326,2025-03-04,2025-07-11,,Negotiation,0.7,119000,12000,250000.0,,0.06,0.67,24,9916.67,36224,42085,4416
